id,Data_Source,Compound,Source_Chemical_ID,Source_Chemical,Source_Chemical_URL,Source_Kind,Source_ID,Source,Source_URL,Source_Part,Source_Organism_ID,Source_Organism,Source_Organism_URL,Taxonomy,Evidence,Evidence_URLs,Evidence_PMIDs,Evidence_DOIs,refchemids,refsids,pmcids,pclids,References,Compound_CID,Taxonomy_ID
,LOTUS - the natural products occurrence database,"1,8-Cineole",Q161572,Eucalyptol,https://www.wikidata.org/wiki/Q161572,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/JF0210369,https://doi.org/10.1021/JF0210369,,10.1021/JF0210369,6432,481107772,,20647425,"Kim MK, Choi GJ, Lee HS. Fungicidal property of Curcuma longa L. rhizome-derived curcumin against phytopathogenic fungi in a greenhouse. J Agric Food Chem. 2003 Mar 12;51(6):1578–81. doi: 10.1021/jf0210369. PMID: 12617587.",2758,136217
,Natural Product Activity and Species Source (NPASS),"1,8-Cineole",NPC287331,Eucalyptol,https://bidd.group/NPASS/compound.php?compoundID=NPC287331,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),PMID:12617587,https://www.ncbi.nlm.nih.gov/pubmed/12617587,12617587,,6432,481107772,,,,2758,136217
,Natural Product Activity and Species Source (NPASS),"1,8-Cineole",NPC287331,Eucalyptol,https://bidd.group/NPASS/compound.php?compoundID=NPC287331,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,6432,481107772,,,,2758,136217
,LOTUS - the natural products occurrence database,"1,7-Bis(4-hydroxy-3-methoxyphenyl)-1,6-heptadiene-3,5-dione",Q105285406,Diferuloylmethane;Natural Yellow 3;Turmeric yellow,https://www.wikidata.org/wiki/Q105285406,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.2174/1871527311312040007|DOI:10.1196/ANNALS.1338.057|DOI:10.1021/JF0210369|DOI:10.1021/JF504624U|DOI:10.1038/SJ.ONC.1207284|DOI:10.1002/JCB.10638|DOI:10.1016/0031-9422(93)85179-U|DOI:10.1021/NP010039X|DOI:10.1016/S0031-9422(00)83937-0|DOI:10.1002/IJC.21932|DOI:10.1271/BBB.80075|DOI:10.1002/PRAC.18700020104|DOI:10.1021/JF051765Z|DOI:10.1248/CPB.33.1725|DOI:10.1055/S-0029-1185399|DOI:10.1002/MRC.2478|DOI:10.1158/0008-5472.CAN-07-6246,https://doi.org/10.2174/1871527311312040007|https://doi.org/10.1196/ANNALS.1338.057|https://doi.org/10.1021/JF0210369|https://doi.org/10.1021/JF504624U|https://doi.org/10.1038/SJ.ONC.1207284|https://doi.org/10.1002/JCB.10638|https://doi.org/10.1016/0031-9422(93)85179-U|https://doi.org/10.1021/NP010039X|https://doi.org/10.1016/S0031-9422(00)83937-0|https://doi.org/10.1002/IJC.21932|https://doi.org/10.1271/BBB.80075|https://doi.org/10.1002/PRAC.18700020104|https://doi.org/10.1021/JF051765Z|https://doi.org/10.1248/CPB.33.1725|https://doi.org/10.1055/S-0029-1185399|https://doi.org/10.1002/MRC.2478|https://doi.org/10.1158/0008-5472.CAN-07-6246,,10.2174/1871527311312040007|10.1196/ANNALS.1338.057|10.1021/JF0210369|10.1021/JF504624U|10.1038/SJ.ONC.1207284|10.1002/JCB.10638|10.1016/0031-9422(93)85179-U|10.1021/NP010039X|10.1016/S0031-9422(00)83937-0|10.1002/IJC.21932|10.1271/BBB.80075|10.1002/PRAC.18700020104|10.1021/JF051765Z|10.1248/CPB.33.1725|10.1055/S-0029-1185399|10.1002/MRC.2478|10.1158/0008-5472.CAN-07-6246,,,PMC2556983,4063184|8060374|10342045|11969262|13288341|14592564|15969135|18076666|20023636|20647425|22762783|23539819|24158268|30809790|622596290|708844305|728352825,"Magro M, Campos R, Baratella D, Ferreira MI, Bonaiuto E, Corraducci V, Uliana MR, Lima GP, Santagata S, Sambo P, Vianello F. Magnetic purification of curcumin from Curcuma longa rhizome by novel naked maghemite nanoparticles. J Agric Food Chem. 2015 Jan 28;63(3):912–20. doi: 10.1021/jf504624u. PMID: 25584520.|Witkin JM, Li X. Curcumin, an active constiuent of the ancient medicinal herb Curcuma longa L.: some uses and the establishment and biological basis of medical efficacy. CNS Neurol Disord Drug Targets. 2013 Jun;12(4):487–97. doi: 10.2174/1871527311312040007. PMID: 23574161.|Li W, Wang S, Feng J, Xiao Y, Xue X, Zhang H, Wang Y, Liang X. Structure elucidation and NMR assignments for curcuminoids from the rhizomes of <i>Curcuma longa</i>. Magnetic Reson in Chemistry. 2009 Jun 30;47(10):902–8. doi: 10.1002/mrc.2478.|Chen Q, Lu G, Wang Y, Xu Y, Zheng Y, Yan L, Jiang Z, Yang L, Zhan J, Wu Y, Zhou J. Cytoskeleton disorganization during apoptosis induced by curcumin in A549 lung adenocarcinoma cells. Planta Med. 2009 Jun;75(8):808–13. doi: 10.1055/s-0029-1185399. PMID: 19266427.|Milacic V, Banerjee S, Landis-Piwowar KR, Sarkar FH, Majumdar APN, Dou QP. Curcumin Inhibits the Proteasome Activity in Human Colon Cancer Cells <i>In vitro</i> and <i>In vivo</i>. 2008 Sep 14;68(18):7283–92. doi: 10.1158/0008-5472.can-07-6246.|KITA T, IMAI S, SAWADA H, KUMAGAI H, SETO H. The Biosynthetic Pathway of Curcuminoid in Turmeric (<i>Curcuma longa</i>) as Revealed by<sup>13</sup>C-Labeled Precursors. Bioscience, Biotechnology, and Biochemistry. 2008 Jul 23;72(7):1789–98. doi: 10.1271/bbb.80075.|Beevers CS, Li F, Liu L, Huang S. Curcumin inhibits the mammalian target of rapamycin-mediated signaling pathways in cancer cells. Int J Cancer. 2006 Aug 15;119(4):757–64. doi: 10.1002/ijc.21932. PMID: 16550606.|Park BS, Kim JG, Kim MR, Lee SE, Takeoka GR, Oh KB, Kim JH. Curcuma longa L. constituents inhibit sortase A and Staphylococcus aureus cell adhesion to fibronectin. J Agric Food Chem. 2005 Nov 16;53(23):9005–9. doi: 10.1021/jf051765z. PMID: 16277395.|CHAN W, WU H, HSUUW Y. Curcumin Inhibits ROS Formation and Apoptosis in Methylglyoxal-Treated Human Hepatoma G2 Cells. Annals of the New York Academy of Sciences. 2005 May;1042(1):372–8. doi: 10.1196/annals.1338.057.|Chendil D, Ranga RS, Meigooni D, Sathishkumar S, Ahmed MM. Curcumin confers radiosensitizing effect in prostate cancer cell line PC-3. Oncogene. 2004 Feb 26;23(8):1599–607. doi: 10.1038/sj.onc.1207284. PMID: 14985701.|Chan WH, Wu CC, Yu JS. Curcumin inhibits UV irradiation-induced oxidative stress and apoptotic biochemical changes in human epidermoid carcinoma A431 cells. J Cell Biochem. 2003 Oct 01;90(2):327–38. doi: 10.1002/jcb.10638. PMID: 14505349.|Kim MK, Choi GJ, Lee HS. Fungicidal property of Curcuma longa L. rhizome-derived curcumin against phytopathogenic fungi in a greenhouse. J Agric Food Chem. 2003 Mar 12;51(6):1578–81. doi: 10.1021/jf0210369. PMID: 12617587.|Park S, Kim DSHL. Discovery of Natural Products from <i>Curcuma </i><i>l</i><i>onga</i> that Protect Cells from Beta-Amyloid Insult: A Drug Discovery Effort against Alzheimer's Disease. J. Nat. Prod. 2002 Aug 17;65(9):1227–31. doi: 10.1021/np010039x.|Masuda T, Jitoe A, Isobe J, Nakatani N, Yonemori S. Anti-oxidative and anti-inflammatory curcumin-related phenolics from rhizomes of Curcuma domestica. Phytochemistry. 1993;32(6):1557–60. doi: 10.1016/0031-9422(93)85179-u.|Toda S, Miyase T, Arichi H, Tanizawa H, Takino Y. Natural antioxidants. III. Antioxidative components isolated from rhizome of Curcuma longa L. Chem Pharm Bull (Tokyo). 1985 Apr;33(4):1725–8. doi: 10.1248/cpb.33.1725. PMID: 4042250.|Matthes HWD, Luu B, Ourisson G. Cytotoxic components of Zingiber zerumbet, Curcuma zedoaria and C. domestica. Phytochemistry. 1980 Jan;19(12):2643–50. doi: 10.1016/s0031-9422(00)83937-0.|Daube FW. Ueber den krystallisirten Farbstoff der Curcuma. J. Prakt. Chem. 1870 Jan;2(1):86–98. doi: 10.1002/prac.18700020104.",2889,136217
,Natural Product Activity and Species Source (NPASS),Decanoic Acid,NPC279026,Decanoic Acid,https://bidd.group/NPASS/compound.php?compoundID=NPC279026,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,31675|31675,482038627|482038627,,,,2969,136217
,Natural Product Activity and Species Source (NPASS),Decanoic Acid,NPC279026,Decanoic Acid,https://bidd.group/NPASS/compound.php?compoundID=NPC279026,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,31675|31675,482038627|482038627,,,,2969,136217
,Natural Product Activity and Species Source (NPASS),Eugenol,NPC257124,Eugenol,https://bidd.group/NPASS/compound.php?compoundID=NPC257124,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,6433,481107773,,,,3314,136217
,Natural Product Activity and Species Source (NPASS),a Farnesol,NPC112945,NPC112945,https://bidd.group/NPASS/compound.php?compoundID=NPC112945,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,3327,136217
,Natural Product Activity and Species Source (NPASS),Lauric Acid,NPC201844,Dodecanoate,https://bidd.group/NPASS/compound.php?compoundID=NPC201844,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,1083953,518175300,,,,3893,136217
,Natural Product Activity and Species Source (NPASS),Lauric Acid,NPC201844,Dodecanoate,https://bidd.group/NPASS/compound.php?compoundID=NPC201844,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,1083953,518175300,,,,3893,136217
,LOTUS - the natural products occurrence database,9-Hexadecenoic acid,Q27139858,"9-Hexadecenoic acid, (9Z)-",https://www.wikidata.org/wiki/Q27139858,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1016/S0021-9673(96)00802-3,https://doi.org/10.1016/S0021-9673(96)00802-3,,10.1016/S0021-9673(96)00802-3,,,,694647459,"Richmond R, Pombo-Villar E. Gas chromatography-mass spectrometry coupled with pseudo-Sadtler retention indices, for the identification of components in the essential oil of Curcuma longa L. Journal of Chromatography A. 1997 Jan;760(2):303–8. doi: 10.1016/s0021-9673(96)00802-3.",4668,136217
,Natural Product Activity and Species Source (NPASS),Stearic Acid,NPC209970,Stearic Acid,https://bidd.group/NPASS/compound.php?compoundID=NPC209970,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,6691|6691,481108030|481108030,,,,5281,136217
,LOTUS - the natural products occurrence database,Stearic Acid,Q209685,Stearic Acid,https://www.wikidata.org/wiki/Q209685,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1080/14786410903052951|DOI:10.1016/S0021-9673(96)00802-3,https://doi.org/10.1080/14786410903052951|https://doi.org/10.1016/S0021-9673(96)00802-3,,10.1080/14786410903052951|10.1016/S0021-9673(96)00802-3,6691|6691,481108030|481108030,,3123419|694647459,"Aspollah Sukari M, Wah TS, Saad SM, Rashid NY, Rahmani M, Lajis NH, Hin TY. Bioactive sesquiterpenes from<i>Curcuma ochrorhiza</i>and<i>Curcuma heyneana</i>. Natural Product Research. 2010 May 20;24(9):838–45. doi: 10.1080/14786410903052951.|Richmond R, Pombo-Villar E. Gas chromatography-mass spectrometry coupled with pseudo-Sadtler retention indices, for the identification of components in the essential oil of Curcuma longa L. Journal of Chromatography A. 1997 Jan;760(2):303–8. doi: 10.1016/s0021-9673(96)00802-3.",5281,136217
,Natural Product Activity and Species Source (NPASS),Stearic Acid,NPC209970,Stearic Acid,https://bidd.group/NPASS/compound.php?compoundID=NPC209970,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,6691|6691,481108030|481108030,,,,5281,136217
,LOTUS - the natural products occurrence database,"2,6,9,9-Tetramethylcycloundeca-2,6,10-trien-1-one",Q105008991,"2,6,9,9-Tetramethylcycloundeca-2,6,10-trien-1-one",https://www.wikidata.org/wiki/Q105008991,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1080/14786410903052951,https://doi.org/10.1080/14786410903052951,,10.1080/14786410903052951,,,,3123419,"Aspollah Sukari M, Wah TS, Saad SM, Rashid NY, Rahmani M, Lajis NH, Hin TY. Bioactive sesquiterpenes from<i>Curcuma ochrorhiza</i>and<i>Curcuma heyneana</i>. Natural Product Research. 2010 May 20;24(9):838–45. doi: 10.1080/14786410903052951.",5725,136217
,Natural Product Activity and Species Source (NPASS),Sucrose,NPC130683,Sucrose,https://bidd.group/NPASS/compound.php?compoundID=NPC130683,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,6692,481108031,,,,5988,136217
,Natural Product Activity and Species Source (NPASS),Sucrose,NPC130683,Sucrose,https://bidd.group/NPASS/compound.php?compoundID=NPC130683,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,6692,481108031,,,,5988,136217
,Natural Product Activity and Species Source (NPASS),Ethinylestradiol,NPC99734,Ethinyl Estradiol,https://bidd.group/NPASS/compound.php?compoundID=NPC99734,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,55157,483925443,,,,5991,136217
,Natural Product Activity and Species Source (NPASS),Ethinylestradiol,NPC99734,Ethinyl Estradiol,https://bidd.group/NPASS/compound.php?compoundID=NPC99734,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,55157,483925443,,,,5991,136217
,Natural Product Activity and Species Source (NPASS),CID 6037,NPC147983,Folic Acid,https://bidd.group/NPASS/compound.php?compoundID=NPC147983,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,6436|6436,481107776|481107776,,,,6037,136217
,Natural Product Activity and Species Source (NPASS),CID 6037,NPC147983,Folic Acid,https://bidd.group/NPASS/compound.php?compoundID=NPC147983,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,6436|6436,481107776|481107776,,,,6037,136217
,Natural Product Activity and Species Source (NPASS),CID 6037,NPC147983,Folic Acid,https://bidd.group/NPASS/compound.php?compoundID=NPC147983,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,6436|6436,481107776|481107776,,,,6037,136217
,Natural Product Activity and Species Source (NPASS),CID 6037,NPC147983,Folic Acid,https://bidd.group/NPASS/compound.php?compoundID=NPC147983,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,6436|6436,481107776|481107776,,,,6037,136217
,Natural Product Activity and Species Source (NPASS),CID 6037,NPC147983,Folic Acid,https://bidd.group/NPASS/compound.php?compoundID=NPC147983,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,6436|6436,481107776|481107776,,,,6037,136217
,Natural Product Activity and Species Source (NPASS),CID 6037,NPC147983,Folic Acid,https://bidd.group/NPASS/compound.php?compoundID=NPC147983,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,6436|6436,481107776|481107776,,,,6037,136217
,LOTUS - the natural products occurrence database,"Acetic acid 1,7,7-trimethyl-bicyclo(2.2.1)hept-2-yl ester",Q780165,Bornyl acetate,https://www.wikidata.org/wiki/Q780165,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1002/PTR.2137,https://doi.org/10.1002/PTR.2137,,10.1002/PTR.2137,,,,16662564,"Jatoi SA, Kikuchi A, Gilani SA, Watanabe KN. Phytochemical, pharmacological and ethnobotanical studies in mango ginger (<i>Curcuma amada</i> Roxb.; Zingiberaceae). Phytotherapy Research. 2007 Apr 02;21(6):507–16. doi: 10.1002/ptr.2137.",6448,136217
,Natural Product Activity and Species Source (NPASS),"Acetic acid 1,7,7-trimethyl-bicyclo(2.2.1)hept-2-yl ester",NPC9880,"(4,7,7-Trimethyl-3-Bicyclo[2.2.1]Heptanyl) Acetate",https://bidd.group/NPASS/compound.php?compoundID=NPC9880,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,6448,136217
,Natural Product Activity and Species Source (NPASS),"Acetic acid 1,7,7-trimethyl-bicyclo(2.2.1)hept-2-yl ester",NPC9880,"(4,7,7-Trimethyl-3-Bicyclo[2.2.1]Heptanyl) Acetate",https://bidd.group/NPASS/compound.php?compoundID=NPC9880,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,6448,136217
,LOTUS - the natural products occurrence database,Linalool,Q410932,Linalool,https://www.wikidata.org/wiki/Q410932,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/JF9908594|DOI:10.1002/PTR.2137|DOI:10.1002/PCA.759,https://doi.org/10.1021/JF9908594|https://doi.org/10.1002/PTR.2137|https://doi.org/10.1002/PCA.759,,10.1021/JF9908594|10.1002/PTR.2137|10.1002/PCA.759,41471,482028551,,3611991|8550512|16662564,"Jatoi SA, Kikuchi A, Gilani SA, Watanabe KN. Phytochemical, pharmacological and ethnobotanical studies in mango ginger (<i>Curcuma amada</i> Roxb.; Zingiberaceae). Phytotherapy Research. 2007 Apr 02;21(6):507–16. doi: 10.1002/ptr.2137.|Lechtenberg M, Quandt B, Nahrstedt A. Quantitative determination of curcuminoids in <i>Curcuma</i> rhizomes and rapid differentiation of <i>Curcuma domestica</i> Val. and <i>Curcuma xanthorrhiza</i> Roxb. by capillary electrophoresis. Phytochemical Analysis. 2004 May;15(3):152–8. doi: 10.1002/pca.759.|Gopalan B, Goto M, Kodama A, Hirose T. Supercritical carbon dioxide extraction of turmeric (Curcuma longa). J Agric Food Chem. 2000 Jun;48(6):2189–92. doi: 10.1021/jf9908594. PMID: 10888520.",6549,136217
,Natural Product Activity and Species Source (NPASS),Linalool,NPC180871,Linalool,https://bidd.group/NPASS/compound.php?compoundID=NPC180871,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,41471,482028551,,,,6549,136217
,Natural Product Activity and Species Source (NPASS),Linalool,NPC180871,Linalool,https://bidd.group/NPASS/compound.php?compoundID=NPC180871,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,41471,482028551,,,,6549,136217
,Natural Product Activity and Species Source (NPASS),Linalool,NPC180871,Linalool,https://bidd.group/NPASS/compound.php?compoundID=NPC180871,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,41471,482028551,,,,6549,136217
,LOTUS - the natural products occurrence database,Camphene,Q416775,Camphene,https://www.wikidata.org/wiki/Q416775,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/JF9908594|DOI:10.1002/PTR.2137|DOI:10.1002/PCA.759|DOI:10.1002/FFJ.1053,https://doi.org/10.1021/JF9908594|https://doi.org/10.1002/PTR.2137|https://doi.org/10.1002/PCA.759|https://doi.org/10.1002/FFJ.1053,,10.1021/JF9908594|10.1002/PTR.2137|10.1002/PCA.759|10.1002/FFJ.1053,5640,481106980,,3611991|8550512|16662564|646685102,"Jatoi SA, Kikuchi A, Gilani SA, Watanabe KN. Phytochemical, pharmacological and ethnobotanical studies in mango ginger (<i>Curcuma amada</i> Roxb.; Zingiberaceae). Phytotherapy Research. 2007 Apr 02;21(6):507–16. doi: 10.1002/ptr.2137.|Lechtenberg M, Quandt B, Nahrstedt A. Quantitative determination of curcuminoids in <i>Curcuma</i> rhizomes and rapid differentiation of <i>Curcuma domestica</i> Val. and <i>Curcuma xanthorrhiza</i> Roxb. by capillary electrophoresis. Phytochemical Analysis. 2004 May;15(3):152–8. doi: 10.1002/pca.759.|Raina VK, Srivastava SK, Jain N, Ahmad A, Syamasundar KV, Aggarwal KK. Essential oil composition of <i>Curcuma longa</i> L. cv. Roma from the plains of northern India. Flavour & Fragrance J. 2002 Jan 16;17(2):99–102. doi: 10.1002/ffj.1053.|Gopalan B, Goto M, Kodama A, Hirose T. Supercritical carbon dioxide extraction of turmeric (Curcuma longa). J Agric Food Chem. 2000 Jun;48(6):2189–92. doi: 10.1021/jf9908594. PMID: 10888520.",6616,136217
,Natural Product Activity and Species Source (NPASS),Camphene,NPC166362,Camphene,https://bidd.group/NPASS/compound.php?compoundID=NPC166362,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,5640,481106980,,,,6616,136217
,Natural Product Activity and Species Source (NPASS),Camphene,NPC166362,Camphene,https://bidd.group/NPASS/compound.php?compoundID=NPC166362,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,5640,481106980,,,,6616,136217
,Natural Product Activity and Species Source (NPASS),(+-)-alpha-Pinene,NPC13991,Alpha-Pinene,https://bidd.group/NPASS/compound.php?compoundID=NPC13991,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,5529,481106869,,,,6654,136217
,LOTUS - the natural products occurrence database,(+-)-alpha-Pinene,Q27104380,alpha-Pinene,https://www.wikidata.org/wiki/Q27104380,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/JF9908594|DOI:10.1002/FFJ.1053|DOI:10.1080/10412905.1995.9700537|DOI:10.1002/PTR.2137|DOI:10.1002/PCA.759,https://doi.org/10.1021/JF9908594|https://doi.org/10.1002/FFJ.1053|https://doi.org/10.1080/10412905.1995.9700537|https://doi.org/10.1002/PTR.2137|https://doi.org/10.1002/PCA.759,,10.1021/JF9908594|10.1002/FFJ.1053|10.1080/10412905.1995.9700537|10.1002/PTR.2137|10.1002/PCA.759,5529,481106869,,3611991|8550512|16662564|626400848|646685102,"Jatoi SA, Kikuchi A, Gilani SA, Watanabe KN. Phytochemical, pharmacological and ethnobotanical studies in mango ginger (<i>Curcuma amada</i> Roxb.; Zingiberaceae). Phytotherapy Research. 2007 Apr 02;21(6):507–16. doi: 10.1002/ptr.2137.|Lechtenberg M, Quandt B, Nahrstedt A. Quantitative determination of curcuminoids in <i>Curcuma</i> rhizomes and rapid differentiation of <i>Curcuma domestica</i> Val. and <i>Curcuma xanthorrhiza</i> Roxb. by capillary electrophoresis. Phytochemical Analysis. 2004 May;15(3):152–8. doi: 10.1002/pca.759.|Raina VK, Srivastava SK, Jain N, Ahmad A, Syamasundar KV, Aggarwal KK. Essential oil composition of <i>Curcuma longa</i> L. cv. Roma from the plains of northern India. Flavour & Fragrance J. 2002 Jan 16;17(2):99–102. doi: 10.1002/ffj.1053.|Gopalan B, Goto M, Kodama A, Hirose T. Supercritical carbon dioxide extraction of turmeric (Curcuma longa). J Agric Food Chem. 2000 Jun;48(6):2189–92. doi: 10.1021/jf9908594. PMID: 10888520.|Dung NX, Tuyecirc;t NTB, Leclercq PA. Constituents of the Leaf Oil of<i>Curcuma domestica</i>L. from Vietnam. Journal of Essential Oil Research. 1995 Nov;7(6):701–3. doi: 10.1080/10412905.1995.9700537.",6654,136217
,Natural Product Activity and Species Source (NPASS),(+-)-alpha-Pinene,NPC13991,Alpha-Pinene,https://bidd.group/NPASS/compound.php?compoundID=NPC13991,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,5529,481106869,,,,6654,136217
,Natural Product Activity and Species Source (NPASS),Methyl Benzoate,NPC130398,Methyl Benzoate,https://bidd.group/NPASS/compound.php?compoundID=NPC130398,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,6019,481107359,,,,7150,136217
,Natural Product Activity and Species Source (NPASS),Methyl Benzoate,NPC130398,Methyl Benzoate,https://bidd.group/NPASS/compound.php?compoundID=NPC130398,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,6019,481107359,,,,7150,136217
,Natural Product Activity and Species Source (NPASS),Furfuryl Alcohol,NPC209111,Furfuryl Alcohol,https://bidd.group/NPASS/compound.php?compoundID=NPC209111,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,5847,481107187,,,,7361,136217
,Natural Product Activity and Species Source (NPASS),"Carvone, (+-)-",NPC58970,Carvone,https://bidd.group/NPASS/compound.php?compoundID=NPC58970,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,31810,482038026,,,,7439,136217
,LOTUS - the natural products occurrence database,"Carvone, (+-)-",Q416800,Carvone,https://www.wikidata.org/wiki/Q416800,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1002/FFJ.1053,https://doi.org/10.1002/FFJ.1053,,10.1002/FFJ.1053,31810,482038026,,646685102,"Raina VK, Srivastava SK, Jain N, Ahmad A, Syamasundar KV, Aggarwal KK. Essential oil composition of <i>Curcuma longa</i> L. cv. Roma from the plains of northern India. Flavour & Fragrance J. 2002 Jan 16;17(2):99–102. doi: 10.1002/ffj.1053.",7439,136217
