id,Data_Source,Compound,Source_Chemical_ID,Source_Chemical,Source_Chemical_URL,Source_Kind,Source_ID,Source,Source_URL,Source_Part,Source_Organism_ID,Source_Organism,Source_Organism_URL,Taxonomy,Evidence,Evidence_URLs,Evidence_PMIDs,Evidence_DOIs,refchemids,refsids,pmcids,pclids,References,Compound_CID,Taxonomy_ID
,Natural Product Activity and Species Source (NPASS),2-Heptadecenoic acid,NPC21418,NPC21418,https://bidd.group/NPASS/compound.php?compoundID=NPC21418,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5282747,136217
,Natural Product Activity and Species Source (NPASS),cis-11-Eicosenoic acid,NPC77272,NPC77272,https://bidd.group/NPASS/compound.php?compoundID=NPC77272,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5282768,136217
,Natural Product Activity and Species Source (NPASS),cis-11-Eicosenoic acid,NPC77272,NPC77272,https://bidd.group/NPASS/compound.php?compoundID=NPC77272,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5282768,136217
,Natural Product Activity and Species Source (NPASS),Nerolidol,NPC51758,Nerolidol,https://bidd.group/NPASS/compound.php?compoundID=NPC51758,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,832382,505828111,,,,5284507,136217
,Natural Product Activity and Species Source (NPASS),Nerolidol,NPC51758,Nerolidol,https://bidd.group/NPASS/compound.php?compoundID=NPC51758,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,832382,505828111,,,,5284507,136217
,Natural Product Activity and Species Source (NPASS),Bisacumol,NPC290923,NPC290923,https://bidd.group/NPASS/compound.php?compoundID=NPC290923,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5315469,136217
,Natural Product Activity and Species Source (NPASS),Bisacumol,NPC290923,NPC290923,https://bidd.group/NPASS/compound.php?compoundID=NPC290923,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5315469,136217
,LOTUS - the natural products occurrence database,Bisacumol,Q67879693,Bisacumol,https://www.wikidata.org/wiki/Q67879693,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1016/0021-9673(96)00103-3,https://doi.org/10.1016/0021-9673(96)00103-3,,10.1016/0021-9673(96)00103-3,120340,500763758,,721480478,"Hiserodt R, Hartman TG, Ho C, Rosen RT. Characterization of powdered turmeric by liquid chromatography-mass spectrometry and gas chromatography-mass spectrometry. Journal of Chromatography A. 1996 Jul;740(1):51–63. doi: 10.1016/0021-9673(96)00103-3.",5315469,136217
,Natural Product Activity and Species Source (NPASS),Bisdemethoxycurcumin,NPC68269,Bisdemethoxycurcumin,https://bidd.group/NPASS/compound.php?compoundID=NPC68269,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),PMID:9584408,https://www.ncbi.nlm.nih.gov/pubmed/9584408,9584408,,569455,505565184,,,,5315472,136217
,Natural Product Activity and Species Source (NPASS),Bisdemethoxycurcumin,NPC68269,Bisdemethoxycurcumin,https://bidd.group/NPASS/compound.php?compoundID=NPC68269,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,569455,505565184,,,,5315472,136217
,LOTUS - the natural products occurrence database,Bisdemethoxycurcumin,Q4917168,Bisdemethoxycurcumin,https://www.wikidata.org/wiki/Q4917168,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/NP970459F|DOI:10.1016/S0304-3940(01)01677-9|DOI:10.1021/JF051765Z|DOI:10.1248/CPB.33.1725|DOI:10.1055/S-2001-18860|DOI:10.1016/0031-9422(93)85179-U|DOI:10.1021/NP010039X|DOI:10.1021/JF00020A008|DOI:10.1016/S0031-9422(00)83937-0|DOI:10.1021/NP300551G|DOI:10.1055/S-2000-8533|DOI:10.1248/YAKUSHI1947.112.11_817|DOI:10.1016/0304-3835(95)03827-J|DOI:10.1021/JF025506A|DOI:10.1093/CHROMSCI/31.1.20|DOI:10.1016/0021-9673(96)00103-3|DOI:10.1080/14786410310001620691|DOI:10.1081/JLC-100100482|DOI:10.1007/BF02290463|DOI:10.1016/S0192-0561(99)00050-8|DOI:10.1016/S0021-9673(98)00540-8|DOI:10.1080/01483918808067200|DOI:10.1081/JLC-100101751|DOI:10.1248/CPB.33.1499|DOI:10.1016/S0944-7113(00)80048-3|DOI:10.1007/BF01332943,https://doi.org/10.1021/NP970459F|https://doi.org/10.1016/S0304-3940(01)01677-9|https://doi.org/10.1021/JF051765Z|https://doi.org/10.1248/CPB.33.1725|https://doi.org/10.1055/S-2001-18860|https://doi.org/10.1016/0031-9422(93)85179-U|https://doi.org/10.1021/NP010039X|https://doi.org/10.1021/JF00020A008|https://doi.org/10.1016/S0031-9422(00)83937-0|https://doi.org/10.1021/NP300551G|https://doi.org/10.1055/S-2000-8533|https://doi.org/10.1248/YAKUSHI1947.112.11_817|https://doi.org/10.1016/0304-3835(95)03827-J|https://doi.org/10.1021/JF025506A|https://doi.org/10.1093/CHROMSCI/31.1.20|https://doi.org/10.1016/0021-9673(96)00103-3|https://doi.org/10.1080/14786410310001620691|https://doi.org/10.1081/JLC-100100482|https://doi.org/10.1007/BF02290463|https://doi.org/10.1016/S0192-0561(99)00050-8|https://doi.org/10.1016/S0021-9673(98)00540-8|https://doi.org/10.1080/01483918808067200|https://doi.org/10.1081/JLC-100101751|https://doi.org/10.1248/CPB.33.1499|https://doi.org/10.1016/S0944-7113(00)80048-3|https://doi.org/10.1007/BF01332943,,10.1021/NP970459F|10.1016/S0304-3940(01)01677-9|10.1021/JF051765Z|10.1248/CPB.33.1725|10.1055/S-2001-18860|10.1016/0031-9422(93)85179-U|10.1021/NP010039X|10.1021/JF00020A008|10.1016/S0031-9422(00)83937-0|10.1021/NP300551G|10.1055/S-2000-8533|10.1248/YAKUSHI1947.112.11_817|10.1016/0304-3835(95)03827-J|10.1021/JF025506A|10.1093/CHROMSCI/31.1.20|10.1016/0021-9673(96)00103-3|10.1080/14786410310001620691|10.1081/JLC-100100482|10.1007/BF02290463|10.1016/S0192-0561(99)00050-8|10.1016/S0021-9673(98)00540-8|10.1080/01483918808067200|10.1081/JLC-100101751|10.1248/CPB.33.1499|10.1016/S0944-7113(00)80048-3|10.1007/BF01332943,569455,505565184,,2944154|4063176|4063178|4063180|4063181|4063184|7007791|10342021|10342045|12483739|17031541|20023636|27347228|32147190|33644505|202721465|209257691|622596290|624761892|692749616|701186298|711164298|721480478|725032284|726610682|728352825,"Lin X, Ji S, Li R, Dong Y, Qiao X, Hu H, Yang W, Guo D, Tu P, Ye M. Terpecurcumins A-I from the rhizomes of Curcuma longa: absolute configuration and cytotoxic activity. J Nat Prod. 2012 Dec 28;75(12):2121–31. doi: 10.1021/np300551g. PMID: 23153397.|Park BS, Kim JG, Kim MR, Lee SE, Takeoka GR, Oh KB, Kim JH. Curcuma longa L. constituents inhibit sortase A and Staphylococcus aureus cell adhesion to fibronectin. J Agric Food Chem. 2005 Nov 16;53(23):9005–9. doi: 10.1021/jf051765z. PMID: 16277395.|Kang HM, Son KH, Yang DC, Han DC, Kim JH, Baek NI, Kwon BM. Inhibitory activity of diarylheptanoids on farnesyl protein transferase. Nat Prod Res. 2004 Aug;18(4):295–9. doi: 10.1080/14786410310001620691. PMID: 15214479.|Park S, Kim DSHL. Discovery of Natural Products from <i>Curcuma </i><i>l</i><i>onga</i> that Protect Cells from Beta-Amyloid Insult: A Drug Discovery Effort against Alzheimer's Disease. J. Nat. Prod. 2002 Aug 17;65(9):1227–31. doi: 10.1021/np010039x.|Jayaprakasha GK, Jagan Mohan Rao L, Sakariah KK. Improved HPLC method for the determination of curcumin, demethoxycurcumin, and bisdemethoxycurcumin. J Agric Food Chem. 2002 Jun 19;50(13):3668–72. doi: 10.1021/jf025506a. PMID: 12059141.|Song EK, Cho H, Kim JS, Kim NY, An NH, Kim JA, Lee SH, Kim YC. Diarylheptanoids with free radical scavenging and hepatoprotective activity in vitro from Curcuma longa. Planta Med. 2001 Dec;67(9):876–7. doi: 10.1055/s-2001-18860. PMID: 11745031.|Kim DS, Park SY, Kim JK. Curcuminoids from Curcuma longa L. (Zingiberaceae) that protect PC12 rat pheochromocytoma and normal human umbilical vein endothelial cells from betaA(1-42) insult. Neurosci Lett. 2001 Apr 27;303(1):57–61. doi: 10.1016/s0304-3940(01)01677-9. PMID: 11297823.|Rasmussen HB, Christensen SB, Kvist LP, Karazmi A. A simple and efficient separation of the curcumins, the antiprotozoal constituents of Curcuma longa. Planta Med. 2000 May;66(4):396–8. doi: 10.1055/s-2000-8533. PMID: 10865470.|Patel K, Krishna G, Sokoloski E, Ito Y. PREPARATIVE SEPARATION OF CURCUMINOIDS FROM CRUDE CURCUMIN AND TURMERIC POWDER BY pH-ZONE-REFINING COUNTERCURRENT CHROMATOGRAPHY. Journal of Liquid Chromatography & Related Technologies. 2000 Aug 21;23(14):2209–18. doi: 10.1081/jlc-100100482.|Ramsewak RS, DeWitt DL, Nair MG. Cytotoxicity, antioxidant and anti-inflammatory activities of curcumins I-III from Curcuma longa. Phytomedicine. 2000 Jul;7(4):303–8. doi: 10.1016/s0944-7113(00)80048-3. PMID: 10969724.|Gupta B, Ghosh B. Curcuma longa inhibits TNF-a induced expression of adhesion molecules on human umbilical vein endothelial cells. International Journal of Immunopharmacology. 1999 Nov;21(11):745–57. doi: 10.1016/s0192-0561(99)00050-8.|Gupta AP, Gupta MM, Kumar S. SIMULTANEOUS DETERMINATION OF CURCUMINOIDS IN <i>CURCUMA</i> SAMPLES USING HIGH PERFORMANCE THIN LAYER CHROMATOGRAPHY. Journal of Liquid Chromatography & Related Technologies. 1999 Jan;22(10):1561–9. doi: 10.1081/jlc-100101751.|He X, Lin L, Lian L, Lindenmaier M. Liquid chromatography–electrospray mass spectrometric analysis of curcuminoids and sesquiterpenoids in turmeric (Curcuma longa). Journal of Chromatography A. 1998 Aug;818(1):127–32. doi: 10.1016/s0021-9673(98)00540-8.|Roth GN, Chandra A, Nair MG. Novel bioactivities of Curcuma longa constituents. J Nat Prod. 1998 Apr;61(4):542–5. doi: 10.1021/np970459f. PMID: 9584408.|Hiserodt R, Hartman TG, Ho C, Rosen RT. Characterization of powdered turmeric by liquid chromatography-mass spectrometry and gas chromatography-mass spectrometry. Journal of Chromatography A. 1996 Jul;740(1):51–63. doi: 10.1016/0021-9673(96)00103-3.|Ruby AJ, Kuttan G, Babu KD, Rajasekharan KN, Kuttan R. Anti-tumour and antioxidant activity of natural curcuminoids. Cancer Lett. 1995 Jul 20;94(1):79–83. doi: 10.1016/0304-3835(95)03827-j. PMID: 7621448.|Sanagi MM, Ahmad UK, Smith RM. Application of Supercritical Fluid Extraction and Chromatography to the Analysis of Turmeric. Journal of Chromatographic Science. 1993 Jan 01;31(1):20–5. doi: 10.1093/chromsci/31.1.20.|Masuda T, Jitoe A, Isobe J, Nakatani N, Yonemori S. Anti-oxidative and anti-inflammatory curcumin-related phenolics from rhizomes of Curcuma domestica. Phytochemistry. 1993;32(6):1557–60. doi: 10.1016/0031-9422(93)85179-u.|Uehara S, Yasuda I, Takeya K, Itokawa H. [Terpenoids and curcuminoids of the rhizoma of Curcuma xanthorrhiza Roxb]. Yakugaku Zasshi. 1992 Nov;112(11):817–23. doi: 10.1248/yakushi1947.112.11_817. PMID: 1484346.|Jitoe A, Masuda T, Tengah IGP, Suprapta DN, Gara IW, Nakatani N. Antioxidant activity of tropical ginger extracts and analysis of the contained curcuminoids. J. Agric. Food Chem. 1992 Aug;40(8):1337–40. doi: 10.1021/jf00020a008.|Taylor SJ, McDowell IJ. Determination of the curcuminoid pigments in turmeric (Curcuma domestica Val) by reversed-phase high-performance liquid chromatography. Chromatographia. 1992 Jul;34(1-2):73–7. doi: 10.1007/bf02290463.|Tønnesen HH, Karlsen J, Adhikary SR, Pandey R. Studies on curcumin and curcuminoids XVII. Variation in the content of curcuminoids inCurcuma longa L. from Nenal during one season. European Food Research and Technology. 1989 Aug;189(2):116–8. doi: 10.1007/bf01332943.|Khurana A, Ho C. High Performance Liquid Chromatographic Analysis of Curcuminoids and Their Photo-oxidative Decomposition Compounds in Curcuma Longa L. Journal of Liquid Chromatography. 1988 Sep;11(11):2295–304. doi: 10.1080/01483918808067200.|Kosuge T, Ishida H, Yamazaki H. Studies on active substances in the herbs used for oketsu ('stagnant blood') in Chinese medicine. III. On the anticoagulative principles in curcumae rhizoma. Chem Pharm Bull (Tokyo). 1985 Apr;33(4):1499–502. doi: 10.1248/cpb.33.1499. PMID: 4042226.|Toda S, Miyase T, Arichi H, Tanizawa H, Takino Y. Natural antioxidants. III. Antioxidative components isolated from rhizome of Curcuma longa L. Chem Pharm Bull (Tokyo). 1985 Apr;33(4):1725–8. doi: 10.1248/cpb.33.1725. PMID: 4042250.|Matthes HWD, Luu B, Ourisson G. Cytotoxic components of Zingiber zerumbet, Curcuma zedoaria and C. domestica. Phytochemistry. 1980 Jan;19(12):2643–50. doi: 10.1016/s0031-9422(00)83937-0.",5315472,136217
,Natural Product Activity and Species Source (NPASS),Bisdemethoxycurcumin,NPC68269,Bisdemethoxycurcumin,https://bidd.group/NPASS/compound.php?compoundID=NPC68269,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),PMID:23153397,https://www.ncbi.nlm.nih.gov/pubmed/23153397,23153397,,569455,505565184,,,,5315472,136217
,Natural Product Activity and Species Source (NPASS),Bisdemethoxycurcumin,NPC68269,Bisdemethoxycurcumin,https://bidd.group/NPASS/compound.php?compoundID=NPC68269,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,569455,505565184,,,,5315472,136217
,Natural Product Activity and Species Source (NPASS),Bisdemethoxycurcumin,NPC68269,Bisdemethoxycurcumin,https://bidd.group/NPASS/compound.php?compoundID=NPC68269,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),PMID:12350137,https://www.ncbi.nlm.nih.gov/pubmed/12350137,12350137,,569455,505565184,,,,5315472,136217
,Natural Product Activity and Species Source (NPASS),Bisdemethoxycurcumin,NPC68269,Bisdemethoxycurcumin,https://bidd.group/NPASS/compound.php?compoundID=NPC68269,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,569455,505565184,,,,5315472,136217
,Natural Product Activity and Species Source (NPASS),Bisdemethoxycurcumin,NPC68269,Bisdemethoxycurcumin,https://bidd.group/NPASS/compound.php?compoundID=NPC68269,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,569455,505565184,,,,5315472,136217
,Natural Product Activity and Species Source (NPASS),Bisdemethoxycurcumin,NPC68269,Bisdemethoxycurcumin,https://bidd.group/NPASS/compound.php?compoundID=NPC68269,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,569455,505565184,,,,5315472,136217
,Natural Product Activity and Species Source (NPASS),"1-Methyl-4-(6-methylhept-6-en-2-yl)cyclohexa-1,4-diene",NPC490071,"(R)-2,5,11-Bisabolatriene",https://bidd.group/NPASS/compound.php?compoundID=NPC490071,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5316213,136217
,Natural Product Activity and Species Source (NPASS),"(6E)-6,10-dimethyl-3-propan-2-ylcyclodec-6-ene-1,4-dione",NPC102100,NPC102100,https://bidd.group/NPASS/compound.php?compoundID=NPC102100,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5316216,136217
,Natural Product Activity and Species Source (NPASS),"(6S)-6-ethenyl-3,6-dimethyl-5-prop-1-en-2-yl-5,7-dihydro-4H-1-benzofuran",NPC90334,NPC90334,https://bidd.group/NPASS/compound.php?compoundID=NPC90334,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5316217,136217
,Natural Product Activity and Species Source (NPASS),"(6S)-6-ethenyl-3,6-dimethyl-5-prop-1-en-2-yl-5,7-dihydro-4H-1-benzofuran",NPC90334,NPC90334,https://bidd.group/NPASS/compound.php?compoundID=NPC90334,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5316217,136217
,LOTUS - the natural products occurrence database,"(6S)-6-ethenyl-3,6-dimethyl-5-prop-1-en-2-yl-5,7-dihydro-4H-1-benzofuran",Q15410912,"(6S)-6-ethenyl-3,6-dimethyl-5-prop-1-en-2-yl-5,7-dihydro-4H-1-benzofuran",https://www.wikidata.org/wiki/Q15410912,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.3390/MOLECULES15117547,https://doi.org/10.3390/MOLECULES15117547,,10.3390/MOLECULES15117547,,,PMC6259104,11328695,"Zhao J, Zhang JS, Yang B, Lv GP, Li SP. Free radical scavenging activity and characterization of sesquiterpenoids in four species of Curcuma using a TLC bioautography assay and GC-MS analysis. Molecules. 2010 Oct 27;15(11):7547–57. PMID: 21030908; PMCID: PMC6259104.",5316217,136217
,Natural Product Activity and Species Source (NPASS),"beta-Farnesene, (6Z)-",NPC155182,NPC155182,https://bidd.group/NPASS/compound.php?compoundID=NPC155182,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5317319,136217
,Natural Product Activity and Species Source (NPASS),"beta-Farnesene, (6Z)-",NPC155182,NPC155182,https://bidd.group/NPASS/compound.php?compoundID=NPC155182,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5317319,136217
,Natural Product Activity and Species Source (NPASS),Isofuranodienone,NPC121854,NPC121854,https://bidd.group/NPASS/compound.php?compoundID=NPC121854,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5317425,136217
,Natural Product Activity and Species Source (NPASS),Germacrene D,NPC120926,Germacrene D,https://bidd.group/NPASS/compound.php?compoundID=NPC120926,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,37512,482032688,,,,5317570,136217
,Natural Product Activity and Species Source (NPASS),Germacrene D,NPC120926,Germacrene D,https://bidd.group/NPASS/compound.php?compoundID=NPC120926,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,37512,482032688,,,,5317570,136217
,LOTUS - the natural products occurrence database,Germacrene D,Q27121450,(-)-Germacrene D,https://www.wikidata.org/wiki/Q27121450,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/JF9908594,https://doi.org/10.1021/JF9908594,,10.1021/JF9908594,,,,3611991,"Gopalan B, Goto M, Kodama A, Hirose T. Supercritical carbon dioxide extraction of turmeric (Curcuma longa). J Agric Food Chem. 2000 Jun;48(6):2189–92. doi: 10.1021/jf9908594. PMID: 10888520.",5317570,136217
,Natural Product Activity and Species Source (NPASS),Hexahydrocurcumin,NPC137427,Hexahydrocurcumin,https://bidd.group/NPASS/compound.php?compoundID=NPC137427,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,146052,500789470,,,,5318039,136217
,Natural Product Activity and Species Source (NPASS),Hexahydrocurcumin,NPC137427,Hexahydrocurcumin,https://bidd.group/NPASS/compound.php?compoundID=NPC137427,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,146052,500789470,,,,5318039,136217
,Natural Product Activity and Species Source (NPASS),"6-[(1R,5S)-5-hydroxy-4-methoxy-4-methylcyclohex-2-en-1-yl]-2-methylhept-2-en-4-one",NPC256179,NPC256179,https://bidd.group/NPASS/compound.php?compoundID=NPC256179,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5319444,136217
,Natural Product Activity and Species Source (NPASS),"6-[(1R,5S)-5-hydroxy-4-methoxy-4-methylcyclohex-2-en-1-yl]-2-methylhept-2-en-4-one",NPC256179,NPC256179,https://bidd.group/NPASS/compound.php?compoundID=NPC256179,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5319444,136217
,Natural Product Activity and Species Source (NPASS),3-Hydroxy-7-methoxy-5-methyl-8-propan-2-ylnaphthalene-2-carbaldehyde,NPC157690,NPC157690,https://bidd.group/NPASS/compound.php?compoundID=NPC157690,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5319445,136217
,Natural Product Activity and Species Source (NPASS),"1,6,10-Dodecatrien-3-ol, 3,7,11-trimethyl-, [S-(Z)]-",NPC108494,"(6Z)-3,7,11-Trimethyldodeca-1,6,10-Trien-3-Ol",https://bidd.group/NPASS/compound.php?compoundID=NPC108494,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5320128,136217
,Natural Product Activity and Species Source (NPASS),"1,6,10-Dodecatrien-3-ol, 3,7,11-trimethyl-, [S-(Z)]-",NPC108494,"(6Z)-3,7,11-Trimethyldodeca-1,6,10-Trien-3-Ol",https://bidd.group/NPASS/compound.php?compoundID=NPC108494,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5320128,136217
,Natural Product Activity and Species Source (NPASS),"beta-Ocimene, (3Z)-",NPC198658,NPC198658,https://bidd.group/NPASS/compound.php?compoundID=NPC198658,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5320250,136217
,Natural Product Activity and Species Source (NPASS),"beta-Ocimene, (3Z)-",NPC198658,NPC198658,https://bidd.group/NPASS/compound.php?compoundID=NPC198658,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5320250,136217
,Natural Product Activity and Species Source (NPASS),"(4Z)-4,11,11-trimethyl-8-methylidenebicyclo(7.2.0)undec-4-ene",NPC175987,NPC175987,https://bidd.group/NPASS/compound.php?compoundID=NPC175987,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5322111,136217
,Natural Product Activity and Species Source (NPASS),"(4Z)-4,11,11-trimethyl-8-methylidenebicyclo(7.2.0)undec-4-ene",NPC175987,NPC175987,https://bidd.group/NPASS/compound.php?compoundID=NPC175987,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5322111,136217
,Natural Product Activity and Species Source (NPASS),"(4Z)-4,11,11-trimethyl-8-methylidenebicyclo(7.2.0)undec-4-ene",NPC175987,NPC175987,https://bidd.group/NPASS/compound.php?compoundID=NPC175987,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5322111,136217
,Natural Product Activity and Species Source (NPASS),Syn-benzaldehyde oxime,NPC125144,Syn-Benzaldoxime,https://bidd.group/NPASS/compound.php?compoundID=NPC125144,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,5324470,136217
,Natural Product Activity and Species Source (NPASS),"(1E,4Z,6E)-5-Hydroxy-1,7-Bis(4-Hydroxyphenyl)Hepta-1,4,6-Trien-3-One",NPC130193,"(1E,4Z,6E)-5-Hydroxy-1,7-Bis(4-Hydroxyphenyl)Hepta-1,4,6-Trien-3-One",https://bidd.group/NPASS/compound.php?compoundID=NPC130193,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,68311|68311,500711729|500711729,,,,5324473,136217
,Natural Product Activity and Species Source (NPASS),"(1E,4Z,6E)-5-Hydroxy-1,7-Bis(4-Hydroxyphenyl)Hepta-1,4,6-Trien-3-One",NPC130193,"(1E,4Z,6E)-5-Hydroxy-1,7-Bis(4-Hydroxyphenyl)Hepta-1,4,6-Trien-3-One",https://bidd.group/NPASS/compound.php?compoundID=NPC130193,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,68311|68311,500711729|500711729,,,,5324473,136217
,Natural Product Activity and Species Source (NPASS),"(1E,4Z,6E)-5-Hydroxy-1,7-Bis(4-Hydroxyphenyl)Hepta-1,4,6-Trien-3-One",NPC130193,"(1E,4Z,6E)-5-Hydroxy-1,7-Bis(4-Hydroxyphenyl)Hepta-1,4,6-Trien-3-One",https://bidd.group/NPASS/compound.php?compoundID=NPC130193,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,68311|68311,500711729|500711729,,,,5324473,136217
